bldg_id,in.city,in.county_name,area,building_type,in.heating_setpoint,in.hvac_cooling_efficiency,cooling_type,heating_efficiency,heating_type,income,insulation_level,in.vintage,vintage,climate_zone,has_solar,in.weather_file_latitude,in.weather_file_longitude,out.bills.all_fuels.usd,out.bills.electricity.usd,out.bills.natural_gas.usd,out.electricity.cooling.energy_consumption.kwh,out.electricity.heating.energy_consumption.kwh,out.electricity.summer.peak.kw,out.electricity.total.energy_consumption.kwh,out.electricity.winter.peak.kw,out.energy_burden.percentage,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,weight,in.state,in.zip_code,in.utility_name,in.gas_utility_name,elec_weight,gas_weight
7015,In another census Place,Hennepin,0-1499,SF,72F,"AC, SEER 10",Low Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1980s,1960-2000,Cold,No,45.07,-93.35,2108.9438268853623,1424.5538268853622,684.39,1434.2898174228555,0.0,10.809,10561.988297936718,11.353299999999999,2.56,12503.87720889786,21542.482084079365,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
7233,"MN, Maple Grove",Hennepin,1500-2499,SF,67F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1980s,1960-2000,Cold,No,45.108813,-93.46237210754585,2205.60616345384,1169.3461634538398,1036.26,1174.921920320439,0.0,4.998,8656.440199676927,4.7253,1.48,29980.58433647799,35339.974996717414,252.30163873025225,MN,55369,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
7351,"MN, Minnetonka",Hennepin,2500-3999,SF,68F,Ducted Heat Pump,Heat Pump,Medium Htg Eff,Electric HP,High Income,Good Insulation,2000s,>2000,Cold,No,44.9352195,-93.46382747760623,5760.385734888753,5571.8157348887535,188.57,1506.09222961505,3248.1066707187388,10.4075,41528.170643403886,20.128700000000002,2.11,0.0,2100.4403599243165,252.30163873025225,MN,55345,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
7387,In another census Place,Scott,1500-2499,SF,65F,None,None,Medium Htg Eff,Natural Gas,High Income,Average Insulation,2000s,>2000,Cold,No,44.82,-93.45,1556.9732376591626,852.0832376591626,704.89,0.0,0.0,4.1202,6287.546739474856,5.0985,1.04,19206.119512666413,22346.376029561772,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
7416,"MN, Minneapolis",Hennepin,0-1499,SF,68F,"Room AC, EER 12.0",Room AC,High Htg Eff,Natural Gas,Moderate Income,Average Insulation,1950s,<1960,Cold,No,44.9707515,-93.26819344292213,1453.5109580811527,712.3509580811528,741.16,158.25837789300002,0.0,1.5326,5244.213729661744,1.8432,2.88,13971.57712832035,23768.64993310757,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
7666,In another census Place,Anoka,1500-2499,SF,65F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Low Income,Average Insulation,2000s,>2000,Cold,No,45.07,-93.35,1722.0474682269953,1080.7574682269953,641.29,1138.5811076190832,0.0,8.5939,7994.978794298223,8.1899,6.23,15266.6581874114,19852.634293466333,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
7936,"MN, Maple Grove",Hennepin,0-1499,SF,68F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1950s,<1960,Cold,No,45.108813,-93.46237210754585,2128.3837155428837,942.6737155428834,1185.71,723.2994011850444,0.0,2.5311,6963.954769432345,2.5665999999999998,1.65,32721.38498472861,41200.22411588117,252.30163873025225,MN,55369,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
8056,"MN, Edina",Hennepin,1500-2499,SF,72F,None,None,High Htg Eff,Natural Gas,Low Income,Poor Insulation,1950s,<1960,Cold,No,44.8951875,-93.36019487527716,2107.8034520228725,620.0334520228724,1487.77,0.0,0.0,4.3964,4554.910572616678,4.8772,5.83,50864.82879695054,53044.69141689154,252.30163873025225,MN,55436,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
8079,In another census Place,Anoka,0-1499,SF,67F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1940s,<1960,Cold,No,45.07,-93.35,2188.0886836988525,894.7486836988526,1293.34,1315.0098918627612,0.0,3.6174,6606.114992752061,2.6866,2.16,37198.0455816093,45420.740597431344,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
8225,In another census Place,Scott,0-1499,SF,68F,"AC, SEER 13",High Eff AC,Low Htg Eff,Natural Gas,Moderate Income,Average Insulation,1990s,1960-2000,Cold,No,44.82,-93.45,1510.9396957667054,864.8396957667055,646.1,1177.8526310221612,0.0,4.7728,6382.794837280828,4.4087,2.76,12897.178585068983,20041.07899158707,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
8934,In another census Place,Dakota,0-1499,SF,65F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Low Income,Average Insulation,2000s,>2000,Cold,No,44.85,-93.15,1348.8319606911846,927.0519606911847,421.78,998.4931360767611,0.0,8.6528,6847.312483503801,8.2264,4.19,8005.529352824422,11245.136962508166,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
9035,In another census Place,Lincoln,0-1499,SF,72F,"Room AC, EER 10.7",Room AC,Medium Htg Eff,Natural Gas,Low Income,Poor Insulation,1950s,<1960,Cold,No,43.98,-96.32,2765.7412099514013,1294.7912099514015,1470.95,396.2320868728445,0.0,9.089,9593.09533994735,9.6479,15.89,36704.22082836911,52385.28150900404,252.30163873025225,MN,56164,Northern States Power Co - Minnesota,Centerpoint Energy,252.30163873025225,252.30163873025225
9074,"MN, Maple Grove",Hennepin,1500-2499,SF,70F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1970s,1960-2000,Cold,No,45.108813,-93.46237210754585,2389.906889392214,1152.546889392214,1237.36,1866.5696459268834,0.0,5.5752,8531.005781643216,5.0643,0.85,42499.7012410248,43225.6382818414,252.30163873025225,MN,55369,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
9366,In another census Place,Washington,0-1499,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Average Insulation,1980s,1960-2000,Cold,No,44.93,-93.05,2308.19485510863,1640.82485510863,667.37,1363.9527605815222,0.0,7.186100000000001,12176.809894585662,7.019100000000001,2.08,18325.440946798884,20875.159257297215,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy|Mn Energy Res Corp,252.30163873025225,84.10054624341741
9707,"MN, Minneapolis",Hennepin,0-1499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,2124.6829003032117,862.0529003032115,1262.63,915.26095214785,0.0,3.4394,6361.986791298599,3.3981999999999997,2.84,37603.36287165749,44216.51157009368,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
9725,"MN, Edina",Hennepin,1500-2499,SF,68F,"Room AC, EER 10.7",Room AC,Low Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1940s,<1960,Cold,No,44.8951875,-93.36019487527716,2416.3786017852053,1104.2686017852052,1312.11,998.2000650065889,0.0,6.385800000000001,8170.528365331384,6.5169,2.7,37513.97619525496,46156.64205463379,252.30163873025225,MN,55436,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
9839,In another census Place,Hennepin,0-1499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,45.07,-93.35,1643.0167261332062,851.3767261332064,791.64,1370.107253055139,0.0,7.1698,6282.271460211756,6.0425,2.19,18658.369682514527,25748.345012120928,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
9893,In another census Place,Hennepin,1500-2499,SF,72F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,45.07,-93.35,2020.4891900778075,787.8691900778076,1232.62,1130.9612597946054,0.0,8.0343,5808.0824686731,6.5964,1.35,39763.589729896936,43039.831223352216,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
10272,In another census Place,Dakota,0-1499,SF,76F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,2010s,>2000,Cold,No,44.85,-93.15,1459.367250859517,975.4872508595171,483.88,1107.808645251,0.0,12.8186,7208.962184096322,11.7781,1.36,13680.557555639332,13680.557555639332,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
10540,Not in a census Place,Anoka,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Low Income,Average Insulation,1950s,<1960,Cold,No,45.07,-93.35,2203.597318931461,1040.957318931461,1162.64,1225.6232154602335,0.0,2.9829,7697.804729143589,2.8774,11.87,33543.449336561695,40295.8067933297,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
10623,"MN, Roseville",Ramsey,1500-2499,SF,70F,"Room AC, EER 9.8",Room AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,45.014423,-93.15686831008583,2196.3755479243473,779.1555479243474,1417.22,433.4521127847167,0.0,1.5685,5743.020691094866,2.2843,0.78,46053.187966863,50278.10051446576,252.30163873025225,MN,55113,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
10648,"MN, Bloomington",Hennepin,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1960s,1960-2000,Cold,No,44.8239025,-93.31703752555529,2546.9523611669106,1733.1423611669106,813.81,2040.6538616091834,0.0,8.457600000000001,12866.11305163073,8.2512,3.93,26617.30073518157,26617.30073518157,252.30163873025225,MN,55431,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
11063,In another census Place,Hennepin,2500-3999,SF,67F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1950s,<1960,Cold,No,45.07,-93.35,2851.635406828291,1398.8054068282906,1452.83,1883.8608390670445,0.0,13.665899999999999,10369.733675903739,13.6785,1.69,45761.28918097147,51674.29109276622,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
11427,In another census Place,Rice,1500-2499,SF,72F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.33,-93.32,3011.269706848181,1325.2497068481812,1686.02,1967.6791651363,0.0,3.8470999999999997,9820.518490400995,3.5056,3.26,54563.385702523985,60818.694624279895,252.30163873025225,MN,55021,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
12009,In another census Place,Anoka,0-1499,SF,70F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1990s,1960-2000,Cold,No,45.07,-93.35,2632.8598605275974,1334.6698605275976,1298.19,1447.771086650778,0.0,5.3937,9890.855547242329,3.7908000000000004,2.85,34521.720568796576,45610.65065090294,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
12206,"MN, St Paul",Ramsey,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1940s,<1960,Cold,No,44.93,-93.05,2879.818143750724,1413.3281437507242,1466.49,878.9201394464944,0.0,6.9049,10478.16997186746,7.3068,2.23,51304.435402208874,52210.31808011122,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
12226,In another census Place,Scott,4000+,SF,68F,"AC, SEER 15",High Eff AC,Low Htg Eff,Other,High Income,Good Insulation,1990s,1960-2000,Cold,No,44.82,-93.45,6116.9579792333725,2016.2179792333725,0.0,1675.4873081745943,0.0,11.941799999999999,14979.741609712793,12.804200000000002,3.24,0.0,0.0,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
12424,"MN, Brooklyn Park",Hennepin,1500-2499,SF,65F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1950s,<1960,Cold,No,45.109213999999994,-93.3440039321161,2697.2635582914118,1316.143558291412,1381.12,702.784426272989,0.0,5.3575,9752.52600212104,5.6298,2.48,41348.51807738831,48862.86031660409,252.30163873025225,MN,55443,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
12529,"MN, St Louis Park",Hennepin,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1940s,<1960,Cold,No,45.07,-93.35,2176.1832354672215,867.2732354672214,1308.91,859.2843777449556,0.0,3.1111999999999997,6400.9652436315055,3.0936999999999997,0.81,38304.97501364979,46031.207636600084,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
12774,"MN, St Paul",Ramsey,0-1499,SF,65F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Low Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,1614.4753298668124,857.7353298668123,756.74,1272.2215156176167,0.0,12.2287,6329.748973579655,9.1816,11.84,21906.47635323327,24379.41004334648,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
12925,"MN, Minneapolis",Hennepin,2500-3999,SF,68F,"Room AC, EER 12.0",Room AC,Low Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,2587.4834125679326,893.4534125679328,1694.03,289.8472884003278,0.0,1.8622,6596.443647436377,2.02,0.92,51864.49421730799,61132.86681150452,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
12927,In another census Place,Hennepin,1500-2499,SF,65F,"AC, SEER 10",Low Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,45.07,-93.35,2160.092309006841,841.1323090068411,1318.96,1921.3739360490888,0.0,3.8996,6205.779910896806,2.7894,3.23,41961.03661404826,46425.38822598172,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
12933,"MN, Minneapolis",Hennepin,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1950s,<1960,Cold,No,44.9707515,-93.26819344292213,2945.537712587823,819.8977125878232,2125.64,1374.21024803755,0.0,3.3548,6047.228461933633,2.5961999999999996,1.74,72262.826843435,78056.84190073985,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
13235,In another census Place,Washington,0-1499,SF,70F,"AC, SEER 15",High Eff AC,Low Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1970s,1960-2000,Cold,No,44.93,-93.05,4562.384846219095,1165.2248462190953,3397.16,1302.4078358453555,0.0,3.571,8625.667737308844,3.6767,8.33,121894.70564817102,127915.55771378915,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
13328,In another census Place,Ramsey,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,44.93,-93.05,2448.298236624077,1127.858236624077,1320.44,2625.6237176729387,0.0,11.539399999999999,8346.66407850489,11.4106,4.44,41707.82320941946,46483.416297875825,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
13603,In another census Place,Hennepin,2500-3999,SF,70F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1990s,1960-2000,Cold,No,45.07,-93.35,3585.9183164675537,1469.8883164675535,2116.03,542.7676219589556,0.0,3.3291,10900.485383985633,3.9442,2.77,66788.84539475825,77680.24557556852,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
13612,"MN, Minneapolis",Hennepin,0-1499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Low Income,Poor Insulation,1950s,<1960,Cold,No,44.9707515,-93.26819344292213,2552.1166516072094,1367.8366516072094,1184.28,748.5035132198554,0.0,9.232700000000001,10138.500601537857,9.9384,60.49,30563.79576612071,41144.247541478275,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
13687,In another census Place,Hennepin,2500-3999,SF,68F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1990s,1960-2000,Cold,No,45.07,-93.35,2225.1593804519357,1259.2693804519356,965.89,912.0371703759556,0.0,4.0536,9327.866021441489,4.114,0.79,26650.124695040853,32580.710871045943,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
14445,Not in a census Place,Polk,1500-2499,SF,68F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Low Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,2935.463682731732,1217.1336827317323,1718.33,1036.2993041289778,0.0,4.5619,8382.4187490659,4.4064,10.76,54786.119715854875,61003.91554062875,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
