Area,Company,Item,2020,2021,2022,2023
North Dakota,MONTANA DAKOTA UTILITIES CO,Electric Power Volume,6184,6571,4547,1595
North Dakota,MONTANA DAKOTA UTILITIES CO,Vehicle Fuel Volume,179,54,153,81
South Dakota,MONTANA DAKOTA UTILITIES CO,Residential Volume,3737285,3597326,3868259,3757486
South Dakota,MONTANA DAKOTA UTILITIES CO,Commercial Volume,3599850,3438764,3655777,3706017
South Dakota,MONTANA DAKOTA UTILITIES CO,Industrial Volume,1083266,1148304,1016109,962108
Wyoming,MONTANA DAKOTA UTILITIES CO,Residential Volume,1517706,1448054,1526915,1513465
Wyoming,MONTANA DAKOTA UTILITIES CO,Commercial Volume,1088997,1098484,1156200,1151891
Wyoming,MONTANA DAKOTA UTILITIES CO,Industrial Volume,2579679,2757042,2949190,3160999
Indiana,MONTEZUMA MUNICIPAL GAS UTILITY,Residential Volume,26377,25884,25927,23319
Indiana,MONTEZUMA MUNICIPAL GAS UTILITY,Commercial Volume,5512,4638,4776,4860
Indiana,MONTEZUMA MUNICIPAL GAS UTILITY,Industrial Volume,24240,36948,31996,28935
Iowa,MONTEZUMA NATURAL GAS DEPT,Residential Volume,46813,43090,49720,41371
Iowa,MONTEZUMA NATURAL GAS DEPT,Commercial Volume,31088,26638,37712,27908
Iowa,MONTEZUMA NATURAL GAS DEPT,Industrial Volume,15711,17381,18195,14796
Iowa,MONTEZUMA NATURAL GAS DEPT,Electric Power Volume,3450,3271,3260,3028
Missouri,MONTGOMERY CITY GAS CO,Residential Volume,41588,37846,41631,32319
Missouri,MONTGOMERY CITY GAS CO,Commercial Volume,43544,56085,70056,63704
Missouri,MONTGOMERY CITY GAS CO,Industrial Volume,19833,20556,17217,15993
Louisiana,MONTGOMERY TOWN OF,Residential Volume,8303,8748,8016,7007
Louisiana,MONTGOMERY TOWN OF,Commercial Volume,1636,2036,1510,1388
Georgia,MONTICELLO CITY OF,Residential Volume,35625,35411,33185,33978
Georgia,MONTICELLO CITY OF,Commercial Volume,13330,12499,14285,18449
Georgia,MONTICELLO CITY OF,Industrial Volume,14252,18546,18071,19440
Louisiana,MONTPELIER VILLAGE OF,Residential Volume,2592,4925,2668,2298
Louisiana,MONTPELIER VILLAGE OF,Commercial Volume,87,191,81,73
Texas,MONUMENT PIPELINE LP,Residential Volume,4391,7303,,
Texas,MONUMENT PIPELINE LP,Industrial Volume,1340,,14863271,20400000
Louisiana,MOREAUVILLE VILLAGE OF,Residential Volume,24005,35517,30505,29572
Louisiana,MOREAUVILLE VILLAGE OF,Commercial Volume,4417,2606,2523,2508
Kentucky,MOREHEAD UTILITY PLANT BOARD,Residential Volume,66389,76877,68756,62433
Kentucky,MOREHEAD UTILITY PLANT BOARD,Commercial Volume,315138,351026,323027,310366
Kentucky,MOREHEAD UTILITY PLANT BOARD,Industrial Volume,229328,230595,209500,214932
Louisiana,MORGAN CITY CITY OF,Residential Volume,84408,104260,95281,85198
Louisiana,MORGAN CITY CITY OF,Commercial Volume,88436,79932,70181,69861
Kentucky,MORGANFIELD CITY OF,Residential Volume,75759,75321,90988,72013
Kentucky,MORGANFIELD CITY OF,Commercial Volume,178449,199786,214565,197318
Kentucky,MORGANFIELD CITY OF,Industrial Volume,62457,65607,73857,63240
Kentucky,MORGANTOWN CITY OF,Residential Volume,43546,51127,46724,42686
Kentucky,MORGANTOWN CITY OF,Commercial Volume,39186,46280,43579,41880
Kentucky,MORGANTOWN CITY OF,Industrial Volume,435571,511533,493113,545174
Louisiana,MORGANZA VILLAGE OF,Residential Volume,12789,14196,14304,12297
Louisiana,MORGANZA VILLAGE OF,Commercial Volume,2641,3709,3696,2551
Kansas,MORLAND CITY OF,Residential Volume,6268,6115,6246,6931
Kansas,MORLAND CITY OF,Commercial Volume,2144,2028,2416,2361
Iowa,MORNING SUN MUNICIPAL NAT GAS SYS,Residential Volume,21476,19955,23672,21033
Iowa,MORNING SUN MUNICIPAL NAT GAS SYS,Commercial Volume,9259,9309,11107,9770
Texas,MORTON CITY OF,Residential Volume,32743,33850,32856,32379
Texas,MORTON CITY OF,Commercial Volume,11014,10722,10882,10771
Texas,MORTON CITY OF,Industrial Volume,2827,577,2607,1638
Illinois,MORTON VILLAGE OF,Residential Volume,442755,421048,463207,380389
Illinois,MORTON VILLAGE OF,Commercial Volume,90537,85855,95520,102418
Illinois,MORTON VILLAGE OF,Industrial Volume,549176,541523,607802,507702
Alabama,MOULTON GAS SYS,Residential Volume,102377,113376,,153784
Iowa,MOULTON MUN GAS SYS,Residential Volume,13792,11963,13053,11950
Iowa,MOULTON MUN GAS SYS,Commercial Volume,5183,5337,5361,5769
Georgia,MOULTRIE CITY OF,Residential Volume,25249,35760,25091,23551
Georgia,MOULTRIE CITY OF,Commercial Volume,171449,106914,103806,107874
Georgia,MOULTRIE CITY OF,Industrial Volume,101639,190453,181173,136189
Kansas,MOUNDRIDGE CITY OF,Residential Volume,39527,35989,40256,34745
Kansas,MOUNDRIDGE CITY OF,Commercial Volume,13188,12711,14998,17948
Kansas,MOUNDRIDGE CITY OF,Industrial Volume,42860,42489,44575,38497
Wyoming,MOUNTAIN GAS TRANSPORTATION LLC,Industrial Volume,6004796,6348310,5450009,5708651
New Mexico,MOUNTAINAIR TOWN OF,Residential Volume,19854,21098,22612,22687
New Mexico,MOUNTAINAIR TOWN OF,Commercial Volume,9670,11428,12111,12262
West Virginia,MOUNTAINEER GAS CO,Residential Volume,13111328,13425931,14353600,12104228
West Virginia,MOUNTAINEER GAS CO,Commercial Volume,15625765,16642338,17032098,15628952
West Virginia,MOUNTAINEER GAS CO,Industrial Volume,9320386,9947508,10284282,15007365
West Virginia,MOUNTAINEER GAS CO,Electric Power Volume,1252157,6840279,7088943,8713748
West Virginia,MOUNTAINEER GAS CO,Vehicle Fuel Volume,7124,4339,4047,30189
Colorado,MOUNTAINWEST PIPELINE,Electric Power Volume,98486,176618,9810,16843
Utah,MOUNTAINWEST PIPELINE,Electric Power Volume,20629368,24006328,23287792,26900349
Wyoming,MOUNTAINWEST PIPELINE,Industrial Volume,4861466,4124644,3481252,5358111
Wyoming,MOUNTAINWEST PIPELINE,Electric Power Volume,2130069,4153794,7170833,10805863
Mississippi,MRG MANAGEMENT LLC,Residential Volume,98109,,73601,51402
Mississippi,MRG MANAGEMENT LLC,Commercial Volume,42537,,36773,26897
Illinois,MT CARMEL PUBLIC UTILITY CO,Residential Volume,191493,201567,199713,173668
Illinois,MT CARMEL PUBLIC UTILITY CO,Commercial Volume,90953,101497,105997,94639
Illinois,MT CARMEL PUBLIC UTILITY CO,Industrial Volume,9550,6848,11712,9897
Illinois,MT CARMEL PUBLIC UTILITY CO,Electric Power Volume,,,0,0
Tennessee,MT PLEASANT GAS SYS,Residential Volume,49540,63628,62028,54268
Tennessee,MT PLEASANT GAS SYS,Commercial Volume,22896,26936,27065,24054
Tennessee,MT PLEASANT GAS SYS,Industrial Volume,640774,709392,843280,845822
Kansas,MULBERRY MUNICIPAL NATURAL GAS SYS,Residential Volume,13709,13940,13513,12296
Kansas,MULBERRY MUNICIPAL NATURAL GAS SYS,Commercial Volume,1159,1316,1180,956
Alabama,MULGA NAT GAS SYSTEM,Residential Volume,31284,42186,36409,31513
Alabama,MULGA NAT GAS SYSTEM,Commercial Volume,2170,2583,2432,2270
Tennessee,MUNFORD CITY OF,Residential Volume,411611,436843,451495,369624
Tennessee,MUNFORD CITY OF,Commercial Volume,65044,78070,73619,60122
Tennessee,MUNFORD CITY OF,Industrial Volume,12056,16251,12845,8456
Kentucky,MURRAY CITY OF,Residential Volume,342190,404389,380790,343471
Kentucky,MURRAY CITY OF,Commercial Volume,296571,349774,325587,310030
Kentucky,MURRAY CITY OF,Industrial Volume,639291,669138,660540,621002
New York,N E A CROSS OF NEW YORK INC,Residential Volume,,,67449,56983
New York,N E A CROSS OF NEW YORK INC,Commercial Volume,,,33032,29364
Minnesota,N W NATURAL GAS OF MURRAY CTY,Residential Volume,88952,96268,109846,91446
Minnesota,N W NATURAL GAS OF MURRAY CTY,Commercial Volume,58931,64713,77546,67123
Minnesota,N W NATURAL GAS OF MURRAY CTY,Industrial Volume,28947,37122,29983,28507
Oklahoma,N1 PIPELINE LLC,Industrial Volume,146177,170827,168854,162162
Rhode Island,NARRAGANSETT ELECTRIC CO GAS DIV RI,Residential Volume,18278283,18580888,,
Rhode Island,NARRAGANSETT ELECTRIC CO GAS DIV RI,Commercial Volume,10808233,11236427,,
Rhode Island,NARRAGANSETT ELECTRIC CO GAS DIV RI,Industrial Volume,8360956,8458470,,
Rhode Island,NARRAGANSETT ELECTRIC CO GAS DIV RI,Electric Power Volume,25485,131,,
Rhode Island,NARRAGANSETT ELECTRIC CO GAS DIV RI,Vehicle Fuel Volume,97227,100006,,
Georgia,NASHVILLE CITY OF,Residential Volume,5736,4078,5916,6018
Georgia,NASHVILLE CITY OF,Commercial Volume,17173,16328,15013,16987
Georgia,NASHVILLE CITY OF,Industrial Volume,157244,165167,189351,169589
Illinois,NASHVILLE CITY OF,Residential Volume,65135,64232,70737,59794
Illinois,NASHVILLE CITY OF,Commercial Volume,92603,100723,107251,85565
Illinois,NASHVILLE CITY OF,Industrial Volume,101220,112134,112748,98597
Tennessee,NAT GAS UTIL DIST HAWKINS CTY,Residential Volume,278901,311112,300101,286416
Tennessee,NAT GAS UTIL DIST HAWKINS CTY,Commercial Volume,130842,151489,158724,134772
Tennessee,NAT GAS UTIL DIST HAWKINS CTY,Industrial Volume,316728,326210,333311,299741
Texas,NATGAS  INC,Residential Volume,43707,40770,42829,34533
Texas,NATGAS  INC,Commercial Volume,33738,22318,32647,28203
Texas,NATGAS  INC,Industrial Volume,,636,839,0
New York,NATIONAL FUEL GAS DISTRIBUTION NY,Residential Volume,49518426,48614867,51906934,47114400
New York,NATIONAL FUEL GAS DISTRIBUTION NY,Commercial Volume,23336705,23294195,24572479,23306829
New York,NATIONAL FUEL GAS DISTRIBUTION NY,Industrial Volume,16862264,16956551,17293141,16668742
New York,NATIONAL FUEL GAS DISTRIBUTION NY,Electric Power Volume,741965,605887,922333,1299207
New York,NATIONAL FUEL GAS DISTRIBUTION NY,Vehicle Fuel Volume,557818,584371,565797,591084
Pennsylvania,NATIONAL FUEL GAS DISTRIBUTION PA,Residential Volume,18431116,18325165,19615221,17626367
Pennsylvania,NATIONAL FUEL GAS DISTRIBUTION PA,Commercial Volume,8958408,9147684,9694691,9053646
Pennsylvania,NATIONAL FUEL GAS DISTRIBUTION PA,Industrial Volume,16228691,17947841,17047619,16161221
Pennsylvania,NATIONAL FUEL GAS DISTRIBUTION PA,Electric Power Volume,23934,104677,131085,314142
Pennsylvania,NATIONAL FUEL GAS DISTRIBUTION PA,Vehicle Fuel Volume,151157,158410,173395,172831
Ohio,NATIONAL GAS AND OIL COOPERATIVE,Residential Volume,2192984,2309471,2385674,2241861
Ohio,NATIONAL GAS AND OIL COOPERATIVE,Commercial Volume,645106,692482,775682,816448
Ohio,NATIONAL GAS AND OIL COOPERATIVE,Industrial Volume,2908483,3150368,3317379,3125682
Kentucky,NATURAL ENERGY UTIL CORP,Residential Volume,97343,109152,120743,104701
Kentucky,NATURAL ENERGY UTIL CORP,Commercial Volume,53796,57745,64913,60727
Kentucky,NATURAL ENERGY UTIL CORP,Industrial Volume,10070598,9969447,10033990,10713206
Arkansas,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,1200699,1235055,1257373,1287991
Arkansas,NATURAL GAS PL CO OF AMERICA LLC,Electric Power Volume,4741793,6931654,9042665,9448007
Illinois,NATURAL GAS PL CO OF AMERICA LLC,Commercial Volume,3161329,3542922,3268951,3331524
Illinois,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,4409528,4538407,4581921,4753131
Illinois,NATURAL GAS PL CO OF AMERICA LLC,Electric Power Volume,84406605,60478659,50558937,85083760
Iowa,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,7072192,7062807,7014256,9662654
Iowa,NATURAL GAS PL CO OF AMERICA LLC,Electric Power Volume,151668,469313,661940,655711
Kansas,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,34831,31643,36414,31321
Louisiana,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,55,310,75,166
Missouri,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,3051728,2789461,2800864,2819872
Nebraska,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,1842475,2048549,1967123,2093298
Nebraska,NATURAL GAS PL CO OF AMERICA LLC,Electric Power Volume,95192,212971,61857,94499
New Mexico,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,3170,0,,
Oklahoma,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,3025689,2711408,2553943,2610539
Oklahoma,NATURAL GAS PL CO OF AMERICA LLC,Electric Power Volume,16540850,24180210,28647422,35694418
Texas,NATURAL GAS PL CO OF AMERICA LLC,Industrial Volume,5138681,5404132,6096177,6482627
Texas,NATURAL GAS PL CO OF AMERICA LLC,Electric Power Volume,6157431,7682944,8412705,8462699
Arizona,NAVAJO TRIBAL UTILITY AUTHORITY,Residential Volume,207952,210323,221790,217274
Arizona,NAVAJO TRIBAL UTILITY AUTHORITY,Commercial Volume,465943,469670,492664,474524
New Mexico,NAVAJO TRIBAL UTILITY AUTHORITY,Residential Volume,144417,147163,154864,146815
New Mexico,NAVAJO TRIBAL UTILITY AUTHORITY,Commercial Volume,220102,215363,230886,214524
New Mexico,NAVAJO TRIBAL UTILITY AUTHORITY,Electric Power Volume,1337611,1088847,1064234,719431
Texas,NAVASOTA CITY OF,Residential Volume,44183,48225,59278,49415
Texas,NAVASOTA CITY OF,Commercial Volume,30423,22723,33813,34154
Texas,NAVASOTA CITY OF,Industrial Volume,341875,324989,359903,482244
Kentucky,NAVITAS UTILITY CORP,Residential Volume,3177,,25832,22520
Kentucky,NAVITAS UTILITY CORP,Commercial Volume,20449,,24557,19130
Kentucky,NAVITAS UTILITY CORP,Industrial Volume,77469,,26103,23842
Tennessee,NAVITAS UTILITY CORP,Residential Volume,15853,,15522,12866
Tennessee,NAVITAS UTILITY CORP,Commercial Volume,9831,,12610,9813
Tennessee,NAVITAS UTILITY CORP,Industrial Volume,6586,,6971,8721
Nebraska,NEBRASKA CITY UTILITIES,Residential Volume,262014,253125,276784,257997
Nebraska,NEBRASKA CITY UTILITIES,Commercial Volume,156722,155077,172535,156740
Nebraska,NEBRASKA CITY UTILITIES,Industrial Volume,207339,203049,197403,187362
Nebraska,NEBRASKA CITY UTILITIES,Electric Power Volume,281593,276062,183835,249249
Kansas,NEODESHA CITY OF,Residential Volume,62427,60602,58635,54742
Kansas,NEODESHA CITY OF,Commercial Volume,19758,17429,17032,20654
Kansas,NEODESHA CITY OF,Industrial Volume,151587,175909,161081,169080
Utah,NEPHI CITY GAS,Residential Volume,173437,178100,207259,196902
Utah,NEPHI CITY GAS,Commercial Volume,74640,89228,76936,74933
Utah,NEPHI CITY GAS,Industrial Volume,209194,256448,257386,273424
Mississippi,NEW ALBANY MUN GAS SYSTEM,Residential Volume,,,,226342
Mississippi,NEW ALBANY MUN GAS SYSTEM,Commercial Volume,,,,155588
Mississippi,NEW ALBANY MUN GAS SYSTEM,Industrial Volume,,,,105278
Illinois,NEW BOSTON MUN GAS SYS,Residential Volume,19934,19536,21721,18368
Illinois,NEW BOSTON MUN GAS SYS,Commercial Volume,3603,2754,4774,5005
Illinois,NEW BOSTON MUN GAS SYS,Industrial Volume,7233,5975,3581,4363
Missouri,NEW FLORENCE MUNICIPAL GAS,Residential Volume,7971,7864,7366,8016
Missouri,NEW FLORENCE MUNICIPAL GAS,Commercial Volume,3401,4608,4974,3908
Indiana,NEW HARMONY MUN GAS UTILITY,Residential Volume,28762,27287,30771,25032
Indiana,NEW HARMONY MUN GAS UTILITY,Commercial Volume,9083,8617,10257,7905
Missouri,NEW HAVEN CITY NATURAL GAS SYSTEM,Residential Volume,28622,28955,29435,24687
Missouri,NEW HAVEN CITY NATURAL GAS SYSTEM,Commercial Volume,15189,15156,15866,14927
Missouri,NEW HAVEN CITY NATURAL GAS SYSTEM,Industrial Volume,74654,86917,83326,81130
New Jersey,NEW JERSEY NATURAL GAS,Residential Volume,43038134,44597555,46756970,41509909
New Jersey,NEW JERSEY NATURAL GAS,Commercial Volume,16972393,18227978,19081113,17313577
New Jersey,NEW JERSEY NATURAL GAS,Industrial Volume,1575744,1467279,1479718,1353846
New Jersey,NEW JERSEY NATURAL GAS,Electric Power Volume,23391589,21010155,26682687,26156775
New Mexico,NEW MEXICO GAS COMPANY,Residential Volume,31004938,30129755,30989417,31314680
New Mexico,NEW MEXICO GAS COMPANY,Commercial Volume,21548958,22886312,23493017,23551673
New Mexico,NEW MEXICO GAS COMPANY,Industrial Volume,13614712,12343171,9044414,5907495
New Mexico,NEW MEXICO GAS COMPANY,Electric Power Volume,9183585,7880573,13595371,25678854
New Mexico,NEW MEXICO GAS COMPANY,Vehicle Fuel Volume,263949,308235,283498,299856
Wisconsin,NEW ORGANIC DIGESTION LLC GAS PL,Residential Volume,,,,52265
Louisiana,NEW ROADS CITY OF,Residential Volume,58786,64767,62305,54396
Louisiana,NEW ROADS CITY OF,Commercial Volume,31036,30098,25857,22952
Louisiana,NEW ROADS CITY OF,Industrial Volume,241,1142,510,660
Texas,NEW SUMMERFIELD CITY OF,Residential Volume,23962,24579,26243,20949
Texas,NEW SUMMERFIELD CITY OF,Commercial Volume,66844,68329,87030,52282
Minnesota,NEW ULM PUB UTIL COMM,Residential Volume,396996,379588,455216,386828
Minnesota,NEW ULM PUB UTIL COMM,Commercial Volume,186901,184718,237147,195325
Minnesota,NEW ULM PUB UTIL COMM,Industrial Volume,348906,348305,363985,342641
Minnesota,NEW ULM PUB UTIL COMM,Electric Power Volume,258135,342477,278868,262411
Minnesota,NEW YORK MILLS MUN GAS SYS,Residential Volume,41247,38615,45886,39526
Minnesota,NEW YORK MILLS MUN GAS SYS,Commercial Volume,71676,73303,88627,81235
New York,NEW YORK STATE ELEC AND GAS CORP,Residential Volume,21436595,21103059,21786024,20376873
New York,NEW YORK STATE ELEC AND GAS CORP,Commercial Volume,19344391,19627427,19963115,19345664
New York,NEW YORK STATE ELEC AND GAS CORP,Industrial Volume,11382015,11686950,11543228,11258767
Tennessee,NEWBERN GAS DEPT,Residential Volume,63001,76337,74666,66663
Tennessee,NEWBERN GAS DEPT,Commercial Volume,25636,35769,35769,29895
Tennessee,NEWBERN GAS DEPT,Industrial Volume,84637,90966,90966,76568
Louisiana,NEWELLTON TOWN OF,Residential Volume,7026,7500,10771,9097
Louisiana,NEWELLTON TOWN OF,Commercial Volume,938,857,765,561
Texas,NEWTON CITY OF,Residential Volume,11888,12166,10017,10342
Texas,NEWTON CITY OF,Commercial Volume,4716,6169,10014,5189
Louisiana,NEZPIQUE GAS SYSTEM INC,Residential Volume,2701,2735,3058,2394
Louisiana,NEZPIQUE GAS SYSTEM INC,Commercial Volume,1644,1931,2250,884
Ohio,NGO DEVELOPMENT CORPORATION,Residential Volume,523,447,295,481
Ohio,NGO DEVELOPMENT CORPORATION,Other Volume,4986,4606,5285,3688
New York,NIAGARA MOHAWK POWER,Residential Volume,49093774,49214023,50280630,46981685
New York,NIAGARA MOHAWK POWER,Commercial Volume,32895753,34287610,34701133,32829274
New York,NIAGARA MOHAWK POWER,Industrial Volume,23229977,24759584,22856754,20646294
New York,NIAGARA MOHAWK POWER,Electric Power Volume,44437969,38938453,41492873,42163087
New York,NIAGARA MOHAWK POWER,Vehicle Fuel Volume,9033,3167,2291,1536
Illinois,NORTHERN ILLINOIS GAS CO,Residential Volume,221529316,214205766,240702090,202391103
Illinois,NORTHERN ILLINOIS GAS CO,Commercial Volume,106893119,111447281,125485664,108339607
Illinois,NORTHERN ILLINOIS GAS CO,Industrial Volume,113371279,115509719,113805543,114613322
Illinois,NORTHERN ILLINOIS GAS CO,Electric Power Volume,4265633,5834888,1418936,2273299
Alaska,NORGASCO INC,Commercial Volume,823513,747614,728016,719151
Alaska,NORGASCO INC,Electric Power Volume,796447,725328,713791,736240
Illinois,NORRIS CITY VILLAGE OF,Residential Volume,29620,28388,32006,25302
Illinois,NORRIS CITY VILLAGE OF,Commercial Volume,13546,14934,16211,12669
Alabama,NORTH ALABAMA GAS DISTRICT,Residential Volume,674558,816941,785441,713412
Alabama,NORTH ALABAMA GAS DISTRICT,Commercial Volume,467687,559044,570196,546838
Alabama,NORTH ALABAMA GAS DISTRICT,Industrial Volume,12605186,12198630,12354518,12382512
Kentucky,NORTH AMERICAN BOIFUELS,Electric Power Volume,,,226401,121549
Arizona,NORTH BAJA PIPELINE COMPANY,Industrial Volume,793337,1532516,1477255,1852045
Arizona,NORTH BAJA PIPELINE COMPANY,Electric Power Volume,4408295,3453880,2810670,1644723
Alabama,NORTH BALDWIN UTILITIES,Residential Volume,68834,76416,80642,70859
Alabama,NORTH BALDWIN UTILITIES,Commercial Volume,37511,34157,36405,34952
Alabama,NORTH BALDWIN UTILITIES,Industrial Volume,273181,270713,298136,259052
Ohio,NORTH COAST GAS TRANSMISSION,Commercial Volume,91954,64614,83747,2051733
Ohio,NORTH COAST GAS TRANSMISSION,Industrial Volume,3954913,4672504,5580041,6189770
New York,NORTH COUNTRY PIPELINE,Industrial Volume,741294,716912,738060,722204
New York,NORTH COUNTRY PIPELINE,Electric Power Volume,294874,436574,564184,2501937
Arkansas,NORTH CROSSETT UTILITIES GAS & WATER,Residential Volume,17235,19619,,14847
Arkansas,NORTH CROSSETT UTILITIES GAS & WATER,Commercial Volume,4790,6056,,5592
Arkansas,NORTH CROSSETT UTILITIES GAS & WATER,Industrial Volume,1517,1623,,1387
Pennsylvania,NORTH EAST HEAT LT,Residential Volume,230501,223583,248268,
Pennsylvania,NORTH EAST HEAT LT,Commercial Volume,93064,92805,101788,
Pennsylvania,NORTH EAST HEAT LT,Industrial Volume,187018,189726,204384,
Illinois,NORTH SHORE GAS COMPANY,Residential Volume,18477142,18513926,19530087,18355884
Illinois,NORTH SHORE GAS COMPANY,Commercial Volume,8745915,8982048,9636744,9295154
Illinois,NORTH SHORE GAS COMPANY,Industrial Volume,5204554,5435467,5213104,4931190
Mississippi,NORTHEAST MS NATURAL GAS DISTRICT,Residential Volume,87950,96244,103444,81957
Mississippi,NORTHEAST MS NATURAL GAS DISTRICT,Commercial Volume,23033,26334,29614,24934
Mississippi,NORTHEAST MS NATURAL GAS DISTRICT,Industrial Volume,165,81,29,17
