Area,Company,Item,2020,2021,2022,2023
Alabama,SHEFFIELD UTILITIES,Residential Volume,84525,100723,99966,85639
Alabama,SHEFFIELD UTILITIES,Commercial Volume,132868,138607,139715,125916
Missouri,SHELBINA CITY OF,Residential Volume,44326,42326,46837,36748
Missouri,SHELBINA CITY OF,Commercial Volume,17485,16598,19205,16831
Missouri,SHELBINA CITY OF,Industrial Volume,99452,110015,114199,103680
North Carolina,SHELBY CITY OF,Residential Volume,311671,352653,313255,304563
North Carolina,SHELBY CITY OF,Commercial Volume,509062,635854,469023,456071
North Carolina,SHELBY CITY OF,Industrial Volume,2990511,3100645,3389295,3134269
Montana,SHELBY GAS ASSOCIATION,Residential Volume,104584,99105,107217,87522
Montana,SHELBY GAS ASSOCIATION,Commercial Volume,104260,95279,100757,81959
Montana,SHELBY GAS ASSOCIATION,Industrial Volume,27365,24082,25953,22844
Ohio,SHELDON GAS CO,Residential Volume,96708,93773,107800,92257
Ohio,SHELDON GAS CO,Commercial Volume,29708,27206,30144,25489
Ohio,SHELDON GAS CO,Industrial Volume,1923,1444,315,0
Georgia,SHELLMAN CITY OF,Residential Volume,3651,3010,6058,4882
Georgia,SHELLMAN CITY OF,Commercial Volume,1066,780,796,896
Georgia,SHELLMAN CITY OF,Industrial Volume,14220,4484,4785,3552
Wyoming,SHOSHONE PIPELINE LLC,Commercial Volume,111258,,,
Louisiana,SICILY ISLAND GAS CO,Residential Volume,4138,3318,4577,2837
Louisiana,SICILY ISLAND GAS CO,Commercial Volume,2214,2760,2579,1841
Texas,SIENERGY LP,Residential Volume,1349543,1816408,2225637,2408271
Texas,SIENERGY LP,Commercial Volume,80105,95076,109170,134088
Nevada,SIERRA PACIFIC POWER COMPANY,Residential Volume,10000147,10210324,10138085,11714737
Nevada,SIERRA PACIFIC POWER COMPANY,Commercial Volume,6708752,7034024,7146749,7453791
Nevada,SIERRA PACIFIC POWER COMPANY,Industrial Volume,1751643,1902079,2050083,2719165
Louisiana,SIMMESPORT TOWN OF,Residential Volume,8822,9228,10606,8953
Louisiana,SIMMESPORT TOWN OF,Commercial Volume,1288,1552,1239,1560
Iowa,SIOUX CENTER MUN GAS,Residential Volume,122075,115278,132601,123080
Iowa,SIOUX CENTER MUN GAS,Commercial Volume,300586,288080,329911,327708
Iowa,SIOUX CENTER MUN GAS,Industrial Volume,985153,1208489,1228258,1675562
Louisiana,SLAUGHTER TOWN OF,Residential Volume,9098,9220,10697,7996
Louisiana,SLAUGHTER TOWN OF,Commercial Volume,4843,4125,4815,5424
Oklahoma,SLICK TOWN OF,Residential Volume,2276,1570,2406,1886
Oklahoma,SLICK TOWN OF,Commercial Volume,752,878,1089,727
Tennessee,SMYRNA NAT GAS SYS,Residential Volume,465436,569175,541295,490070
Tennessee,SMYRNA NAT GAS SYS,Commercial Volume,775062,912925,966800,930092
Tennessee,SMYRNA NAT GAS SYS,Industrial Volume,892479,978795,1128126,1089819
Georgia,SOCIAL CIRCLE CITY OF,Residential Volume,54055,64401,64249,63323
Georgia,SOCIAL CIRCLE CITY OF,Commercial Volume,14920,15650,16832,14808
Georgia,SOCIAL CIRCLE CITY OF,Industrial Volume,549844,547264,574076,566519
New Mexico,SOCORRO CITY OF,Residential Volume,135895,146676,141299,129192
New Mexico,SOCORRO CITY OF,Commercial Volume,193841,203965,187784,171202
Kentucky,SOMERSET GAS SVC,Residential Volume,118575,132898,121938,108555
Kentucky,SOMERSET GAS SVC,Commercial Volume,310652,394113,371448,350561
Kentucky,SOMERSET GAS SVC,Industrial Volume,139780,175379,215563,284627
Kentucky,SOMERSET GAS SVC,Vehicle Fuel Volume,239,260,212,427
Tennessee,SOMERVILLE TOWN OF,Residential Volume,541082,523902,562262,500339
Tennessee,SOMERVILLE TOWN OF,Commercial Volume,91359,94269,94548,91104
Tennessee,SOMERVILLE TOWN OF,Industrial Volume,45428,40826,39426,37342
Alabama,SOUTH ALABAMA GAS,Residential Volume,109970,121490,116801,106600
Alabama,SOUTH ALABAMA GAS,Commercial Volume,115360,120730,120149,113363
Alabama,SOUTH ALABAMA GAS,Industrial Volume,4544616,8419552,8323569,8782759
Louisiana,SOUTH COAST GAS CO,Residential Volume,419763,618993,406821,354483
Louisiana,SOUTH COAST GAS CO,Commercial Volume,175098,193363,170979,144657
Louisiana,SOUTH COAST GAS CO,Industrial Volume,123994,131970,163441,131701
Indiana,SOUTH EASTERN INDIANA NAT GAS,Residential Volume,103903,109442,108154,95084
Indiana,SOUTH EASTERN INDIANA NAT GAS,Commercial Volume,79425,40095,44684,39680
Indiana,SOUTH EASTERN INDIANA NAT GAS,Industrial Volume,,49444,42831,40758
Tennessee,SOUTH FULTON CITY OF,Residential Volume,64331,32017,79573,131787
Tennessee,SOUTH FULTON CITY OF,Commercial Volume,27360,13838,16840,20548
Tennessee,SOUTH FULTON CITY OF,Industrial Volume,48184,69950,71879,73112
New Jersey,SOUTH JERSEY GAS COMPANY,Residential Volume,23512243,24679584,26407900,22184009
New Jersey,SOUTH JERSEY GAS COMPANY,Commercial Volume,11710695,12338477,13802888,12123222
New Jersey,SOUTH JERSEY GAS COMPANY,Industrial Volume,9903307,10466926,10419198,10778392
New Jersey,SOUTH JERSEY GAS COMPANY,Electric Power Volume,4550568,4316857,4441853,4888231
New Jersey,SOUTH JERSEY GAS COMPANY,Vehicle Fuel Volume,133563,217648,265399,386134
Texas,SOUTHCROSS ENERGY,Electric Power Volume,2548498,1705029,,
Alabama,SOUTHEAST ALABAMA GAS DISTRICT,Residential Volume,643183,782496,718026,683644
Alabama,SOUTHEAST ALABAMA GAS DISTRICT,Commercial Volume,1007734,1162859,1109106,1059128
Alabama,SOUTHEAST ALABAMA GAS DISTRICT,Industrial Volume,13557944,14096771,11108150,11146359
Alabama,SOUTHEAST ALABAMA GAS DISTRICT,Electric Power Volume,31205606,30157884,29881899,28018338
Alabama,SOUTHEAST ALABAMA GAS DISTRICT,Vehicle Fuel Volume,,,0,
Alabama,SOUTHEAST ALABAMA GAS DISTRICT,Other Volume,,,0,
Mississippi,SOUTHEAST LLC,Residential Volume,10797,13641,11546,11074
Mississippi,SOUTHEAST LLC,Commercial Volume,19405,22430,22880,21567
Alabama,SOUTHEAST SUPPLY HEADER,Electric Power Volume,11517583,12577380,11415750,10422693
Mississippi,SOUTHEAST SUPPLY HEADER,Electric Power Volume,58605173,58837212,56861163,60624685
California,SOUTHERN CALIFORNIA GAS COMPANY,Residential Volume,232190032,226021748,213147152,228230399
California,SOUTHERN CALIFORNIA GAS COMPANY,Commercial Volume,89285333,94732656,96015498,100759323
California,SOUTHERN CALIFORNIA GAS COMPANY,Industrial Volume,265765345,259733760,243405321,239638293
California,SOUTHERN CALIFORNIA GAS COMPANY,Electric Power Volume,146843153,150809279,181722501,152060507
California,SOUTHERN CALIFORNIA GAS COMPANY,Vehicle Fuel Volume,13235786,14511866,16594292,18078169
Connecticut,SOUTHERN CONNECTICUT GAS COMPANY,Residential Volume,15568896,16235932,16275575,15057566
Connecticut,SOUTHERN CONNECTICUT GAS COMPANY,Commercial Volume,16000998,15586390,15900215,15568842
Connecticut,SOUTHERN CONNECTICUT GAS COMPANY,Industrial Volume,1986626,2052190,2104491,1957278
Connecticut,SOUTHERN CONNECTICUT GAS COMPANY,Electric Power Volume,297104,1714504,1571097,1655412
Connecticut,SOUTHERN CONNECTICUT GAS COMPANY,Vehicle Fuel Volume,182,0,0,0
Indiana,SOUTHERN INDIANA GAS AND ELECTRIC,Residential Volume,6072800,6125594,6788552,5181807
Indiana,SOUTHERN INDIANA GAS AND ELECTRIC,Commercial Volume,3340926,3439605,3902134,3114306
Indiana,SOUTHERN INDIANA GAS AND ELECTRIC,Industrial Volume,24670527,26478411,29069070,28555568
Indiana,SOUTHERN INDIANA GAS AND ELECTRIC,Electric Power Volume,902053,1508421,1591321,1289712
Indiana,SOUTHERN INDIANA GAS AND ELECTRIC,Vehicle Fuel Volume,1512,1106,528,
Alabama,SOUTHERN NATURAL GAS COMPANY,Industrial Volume,15438396,16382771,14598077,18628198
Alabama,SOUTHERN NATURAL GAS COMPANY,Electric Power Volume,128922350,118116846,144839580,151089719
Florida,SOUTHERN NATURAL GAS COMPANY,Industrial Volume,753339,780931,641382,638089
Georgia,SOUTHERN NATURAL GAS COMPANY,Industrial Volume,43846656,47244601,43550080,48354634
Georgia,SOUTHERN NATURAL GAS COMPANY,Electric Power Volume,180886442,188896887,201521556,190901873
Louisiana,SOUTHERN NATURAL GAS COMPANY,Industrial Volume,3517315,1246143,3408797,4657568
Mississippi,SOUTHERN NATURAL GAS COMPANY,Industrial Volume,10266633,7750296,8484561,8212410
Mississippi,SOUTHERN NATURAL GAS COMPANY,Electric Power Volume,131115,29010,12641,5927
South Carolina,SOUTHERN NATURAL GAS COMPANY,Industrial Volume,3045262,2875562,3022740,3083636
South Carolina,SOUTHERN NATURAL GAS COMPANY,Electric Power Volume,15253213,17676761,15762942,16181977
West Virginia,SOUTHERN PUBLIC SERVICE CO,Residential Volume,312902,319812,339676,289886
West Virginia,SOUTHERN PUBLIC SERVICE CO,Commercial Volume,304635,344883,382437,335332
West Virginia,SOUTHERN PUBLIC SERVICE CO,Industrial Volume,,,,0
Colorado,SOUTHERN STAR CENTRAL GAS PIPELINE,Industrial Volume,528,0,1038,
Kansas,SOUTHERN STAR CENTRAL GAS PIPELINE,Commercial Volume,776080,686356,774733,705296
Kansas,SOUTHERN STAR CENTRAL GAS PIPELINE,Industrial Volume,33252974,33390843,34573213,32589245
Kansas,SOUTHERN STAR CENTRAL GAS PIPELINE,Electric Power Volume,19108194,16888374,22007457,34264037
Missouri,SOUTHERN STAR CENTRAL GAS PIPELINE,Commercial Volume,11560,10691,12355,9243
Missouri,SOUTHERN STAR CENTRAL GAS PIPELINE,Industrial Volume,1491837,1488940,1514769,1418991
Missouri,SOUTHERN STAR CENTRAL GAS PIPELINE,Electric Power Volume,42239279,32488861,37606647,41967178
Oklahoma,SOUTHERN STAR CENTRAL GAS PIPELINE,Commercial Volume,40690,38883,42525,37786
Oklahoma,SOUTHERN STAR CENTRAL GAS PIPELINE,Industrial Volume,3373245,3214422,3158484,3459554
Oklahoma,SOUTHERN STAR CENTRAL GAS PIPELINE,Electric Power Volume,3053275,4356878,4841137,7556657
Texas,SOUTHERN STAR CENTRAL GAS PIPELINE,Industrial Volume,3013,1977,1983,1729
Wyoming,SOUTHERN STAR CENTRAL GAS PIPELINE,Electric Power Volume,3288658,3482199,2925987,4232511
Arizona,SOUTHWEST GAS CORPORATION,Residential Volume,31384861,29710256,31512306,33932905
Arizona,SOUTHWEST GAS CORPORATION,Commercial Volume,25002126,26416872,28558398,29459486
Arizona,SOUTHWEST GAS CORPORATION,Industrial Volume,9648095,9934564,9787457,10367401
Arizona,SOUTHWEST GAS CORPORATION,Electric Power Volume,3896351,3425402,3538628,4761654
Arizona,SOUTHWEST GAS CORPORATION,Vehicle Fuel Volume,804039,907849,956283,1007270
California,SOUTHWEST GAS CORPORATION,Residential Volume,10047134,9603831,10091945,10953467
California,SOUTHWEST GAS CORPORATION,Commercial Volume,3229822,3198118,3307501,3547645
California,SOUTHWEST GAS CORPORATION,Industrial Volume,461470,463751,514321,515863
California,SOUTHWEST GAS CORPORATION,Electric Power Volume,199031,277443,320816,345147
California,SOUTHWEST GAS CORPORATION,Vehicle Fuel Volume,60337,165769,182793,258117
Nevada,SOUTHWEST GAS CORPORATION,Residential Volume,36009053,34637854,36973519,38894809
Nevada,SOUTHWEST GAS CORPORATION,Commercial Volume,19061830,23615216,25551095,26478489
Nevada,SOUTHWEST GAS CORPORATION,Industrial Volume,11724955,9871402,9752189,10476864
Nevada,SOUTHWEST GAS CORPORATION,Electric Power Volume,48435591,43565983,48846722,36840361
Nevada,SOUTHWEST GAS CORPORATION,Vehicle Fuel Volume,1061603,1082876,1140836,1235124
Virginia,SOUTHWESTERN VIRGINIA GAS CO,Residential Volume,181697,205502,203034,169370
Virginia,SOUTHWESTERN VIRGINIA GAS CO,Commercial Volume,336913,334629,338319,305767
Virginia,SOUTHWESTERN VIRGINIA GAS CO,Industrial Volume,1191286,1189545,1196234,1359852
Georgia,SPARTA CITY OF,Residential Volume,17124,13546,14222,11391
Georgia,SPARTA CITY OF,Commercial Volume,10270,9591,10373,9944
Georgia,SPARTA CITY OF,Industrial Volume,53219,42720,40052,39618
Texas,SPEARMAN CITY OF,Residential Volume,91990,91909,93138,
Texas,SPEARMAN CITY OF,Commercial Volume,38792,40565,42894,
Kansas,SPEARVILLE CITY OF,Residential Volume,18622,19065,19723,18049
Kansas,SPEARVILLE CITY OF,Commercial Volume,6989,5385,7459,9999
Kansas,SPEARVILLE CITY OF,Industrial Volume,6434,6434,8006,4303
Oklahoma,SPERRY UTILITY SERVICES AUTH,Residential Volume,21534,20601,21805,20874
Oklahoma,SPERRY UTILITY SERVICES AUTH,Commercial Volume,11181,10832,11745,10587
Mississippi,SPIRE ENERGY,Residential Volume,577054,691247,630536,518852
Mississippi,SPIRE ENERGY,Commercial Volume,1029486,1105202,1080571,970476
Mississippi,SPIRE ENERGY,Industrial Volume,992506,981109,1072786,1029327
Alabama,SPIRE GULF INC,Residential Volume,2209716,2345131,2480341,2093329
Alabama,SPIRE GULF INC,Commercial Volume,1624305,1697931,1878871,1714336
Alabama,SPIRE GULF INC,Industrial Volume,16818959,17334979,16867296,17675268
Alabama,SPIRE GULF INC,Electric Power Volume,26377977,24751151,25261100,24901561
Missouri,SPIRE MISSOURI INC,Residential Volume,80495272,81873224,82953851,74581744
Missouri,SPIRE MISSOURI INC,Commercial Volume,43860143,45781897,47838939,44161349
Missouri,SPIRE MISSOURI INC,Industrial Volume,31358226,31247739,31223655,30534735
Missouri,SPIRE MISSOURI INC,Electric Power Volume,3875168,3682963,4135299,4184765
Missouri,SPIRE MISSOURI INC,Vehicle Fuel Volume,50674,72186,,
Texas,SPLENDORA CITY OF,Residential Volume,10251,9877,11095,8980
Texas,SPLENDORA CITY OF,Commercial Volume,4842,5025,8455,6110
Missouri,SPRINGFIELD CITY UTILS,Residential Volume,5114430,5319557,5122772,4681968
Missouri,SPRINGFIELD CITY UTILS,Commercial Volume,4373809,3974675,4189250,3981968
Missouri,SPRINGFIELD CITY UTILS,Industrial Volume,1982456,2013943,2024875,1979851
Missouri,SPRINGFIELD CITY UTILS,Electric Power Volume,3435908,2965330,4542174,4513185
Missouri,SPRINGFIELD CITY UTILS,Vehicle Fuel Volume,46910,45808,44098,36886
Tennessee,SPRINGFIELD GAS SYS,Residential Volume,375788,430260,427885,404450
Tennessee,SPRINGFIELD GAS SYS,Commercial Volume,202063,226306,225608,203465
Tennessee,SPRINGFIELD GAS SYS,Industrial Volume,643775,647415,714588,610932
Louisiana,ST AMANT GAS CO,Residential Volume,60625,62620,47370,41983
Louisiana,ST AMANT GAS CO,Commercial Volume,4008,4580,11072,11796
Wisconsin,ST CROIX VALLEY NAT GAS INC,Residential Volume,672819,651534,774789,655068
Wisconsin,ST CROIX VALLEY NAT GAS INC,Commercial Volume,386492,405344,498650,442136
Wisconsin,ST CROIX VALLEY NAT GAS INC,Industrial Volume,166772,167948,159021,134371
Louisiana,ST FRANCISVILLE TOWN OF,Residential Volume,16967,21312,22256,18837
Louisiana,ST FRANCISVILLE TOWN OF,Commercial Volume,33870,38439,40458,36214
Missouri,ST JAMES MUN UTIL,Residential Volume,39427,39419,39319,34036
Missouri,ST JAMES MUN UTIL,Commercial Volume,58431,57723,63663,54787
Missouri,ST JAMES MUN UTIL,Industrial Volume,5671,6001,6475,4707
Louisiana,ST JAMES PARISH UTILITIES,Residential Volume,67672,98100,145435,68382
Louisiana,ST JAMES PARISH UTILITIES,Commercial Volume,39414,47175,15677,40938
Louisiana,ST JAMES PARISH UTILITIES,Industrial Volume,15030,17617,17987,20670
Florida,ST JOE NAT GAS CO,Residential Volume,37361,43709,42603,41854
Florida,ST JOE NAT GAS CO,Commercial Volume,41678,44804,52118,51807
Florida,ST JOE NAT GAS CO,Industrial Volume,,807,3117,6067
Tennessee,ST JOSEPH CITY OF,Residential Volume,7319,9386,7000,10538
Tennessee,ST JOSEPH CITY OF,Commercial Volume,2807,3056,2816,3384
Tennessee,ST JOSEPH CITY OF,Industrial Volume,2384,7531,451,535
Louisiana,ST JOSEPH MUN NAT GAS,Residential Volume,6798,7805,9565,7244
Louisiana,ST JOSEPH MUN NAT GAS,Commercial Volume,2794,4319,5874,4980
Arizona,STABILIS SOLUTIONS,Industrial Volume,0,,,
Arizona,STABILIS SOLUTIONS,Electric Power Volume,47927,45849,48598,40526
California,STABILIS SOLUTIONS,Industrial Volume,111610,46041,17370,1580
Colorado,STABILIS SOLUTIONS,Vehicle Fuel Volume,384468,429533,508272,252362
Idaho,STABILIS SOLUTIONS,Industrial Volume,0,,,
Idaho,STABILIS SOLUTIONS,Electric Power Volume,162686,158867,167316,151545
Kansas,STABILIS SOLUTIONS,Electric Power Volume,3145,39296,0,
Louisiana,STABILIS SOLUTIONS,Electric Power Volume,162861,1168480,1063257,831844
Maryland,STABILIS SOLUTIONS,Electric Power Volume,0,,,
Michigan,STABILIS SOLUTIONS,Industrial Volume,775,0,,
Mississippi,STABILIS SOLUTIONS,Electric Power Volume,780,0,,
Missouri,STABILIS SOLUTIONS,Commercial Volume,5436,0,,
Montana,STABILIS SOLUTIONS,Commercial Volume,100818,110507,119523,116389
Nevada,STABILIS SOLUTIONS,Commercial Volume,66610,89838,67929,64143
Nevada,STABILIS SOLUTIONS,Industrial Volume,0,,,
New Mexico,STABILIS SOLUTIONS,Electric Power Volume,77811,63297,2446,0
North Carolina,STABILIS SOLUTIONS,Industrial Volume,2381,0,,
Oklahoma,STABILIS SOLUTIONS,Commercial Volume,0,,,
Oklahoma,STABILIS SOLUTIONS,Electric Power Volume,11430,0,,51429
Pennsylvania,STABILIS SOLUTIONS,Electric Power Volume,0,,,
South Carolina,STABILIS SOLUTIONS,Electric Power Volume,7755,0,,
Texas,STABILIS SOLUTIONS,Industrial Volume,1065185,1577530,2055510,2110096
Texas,STABILIS SOLUTIONS,Vehicle Fuel Volume,,,,9641
Utah,STABILIS SOLUTIONS,Electric Power Volume,33327,19868,33465,20861
Wyoming,STABILIS SOLUTIONS,Commercial Volume,6554,0,,
Missouri,STANBERRY CITY OF,Residential Volume,26830,26588,31581,27181
Missouri,STANBERRY CITY OF,Commercial Volume,13100,12307,14786,12949
West Virginia,STANDARD GAS CO,Residential Volume,22307,25055,24845,23891
West Virginia,STANDARD GAS CO,Commercial Volume,10439,11883,12383,11985
West Virginia,STANDARD GAS CO,Industrial Volume,,0,,
West Virginia,STANDARD GAS CO,Electric Power Volume,,0,,
West Virginia,STANDARD GAS CO,Vehicle Fuel Volume,,0,,
West Virginia,STANDARD GAS CO,Other Volume,,0,,
California,STANDARD PACIFIC GAS LINE INC,Industrial Volume,31903512,25520257,26681043,33848893
California,STANDARD PACIFIC GAS LINE INC,Electric Power Volume,5801699,4663438,4302912,5983645
Florida,STARKE CITY OF,Residential Volume,8919,10001,9081,8405
Florida,STARKE CITY OF,Commercial Volume,34739,37758,38064,37199
Texas,STARR COUNTY GAS SYSTEM,Residential Volume,14655,12748,10227,9419
Texas,STARR COUNTY GAS SYSTEM,Commercial Volume,25594,37145,29504,29945
Georgia,STATESBORO CITY OF,Residential Volume,39347,44149,38904,39276
Georgia,STATESBORO CITY OF,Commercial Volume,270237,301701,314602,302901
Georgia,STATESBORO CITY OF,Industrial Volume,219704,198596,202610,201452
Georgia,STATESBORO CITY OF,Vehicle Fuel Volume,5551,5368,5631,4992
Minnesota,STEPHEN CITY OF,Residential Volume,17601,16079,19434,17454
Minnesota,STEPHEN CITY OF,Commercial Volume,12012,11066,14195,14181
Minnesota,STEPHEN CITY OF,Industrial Volume,9279,7886,8572,9744
Texas,STERLING CITY GAS DEPARTMENT,Residential Volume,8598,6961,,
Texas,STERLING CITY GAS DEPARTMENT,Commercial Volume,7611,7429,,
Alabama,STEVENSON UTIL BD,Residential Volume,15647,17272,28719,19421
Alabama,STEVENSON UTIL BD,Commercial Volume,6706,5454,9069,5801
Texas,STINNETT CITY OF,Residential Volume,26483,29620,,24994
Texas,STINNETT CITY OF,Commercial Volume,15778,4072,,4856
Texas,STOCKDALE CITY OF,Residential Volume,4973,5416,5263,4728
Texas,STOCKDALE CITY OF,Commercial Volume,2897,2850,2860,2497
Illinois,STONINGTON VILLAGE OF,Residential Volume,24006,29275,31646,28741
Illinois,STONINGTON VILLAGE OF,Commercial Volume,7658,7825,11682,7068
Illinois,STONINGTON VILLAGE OF,Industrial Volume,10465,13916,19954,12717
Nebraska,STROMSBURG CITY OF,Residential Volume,25471,24028,28923,26511
Nebraska,STROMSBURG CITY OF,Commercial Volume,9915,9597,11525,10643
Nebraska,STUART GAS CO,Residential Volume,15191,12547,14960,13054
Nebraska,STUART GAS CO,Commercial Volume,9935,8271,9467,8700
Nebraska,STUART GAS CO,Industrial Volume,108158,129334,158014,121130
Nebraska,STUART GAS CO,Electric Power Volume,132,161,48,28
Kentucky,STURGIS NATURAL GAS,Residential Volume,41001,39423,53487,
Kentucky,STURGIS NATURAL GAS,Commercial Volume,20948,23605,17227,
Ohio,SUBURBAN NATURAL GAS COMPANY,Residential Volume,1340749,1388855,1450595,1379143
Ohio,SUBURBAN NATURAL GAS COMPANY,Commercial Volume,522189,563014,610844,593569
Ohio,SUBURBAN NATURAL GAS COMPANY,Industrial Volume,54647,52969,40879,41999
Georgia,SUGAR HILL CITY OF,Residential Volume,697210,717583,722639,686141
Georgia,SUGAR HILL CITY OF,Commercial Volume,63465,71541,87458,88126
Illinois,SULLIVAN CITY OF,Residential Volume,140703,143896,146566,128978
Illinois,SULLIVAN CITY OF,Commercial Volume,60356,63966,57726,59717
Illinois,SULLIVAN CITY OF,Industrial Volume,71281,72257,65507,40217
Alabama,SUMITON TOWN OF,Residential Volume,21004,24544,22928,19916
Alabama,SUMITON TOWN OF,Commercial Volume,20700,24658,23958,21011
Georgia,SUMMERVILLE NAT GAS SYS,Residential Volume,146655,167434,153585,138284
Georgia,SUMMERVILLE NAT GAS SYS,Commercial Volume,73198,85857,85937,76010
Georgia,SUMMERVILLE NAT GAS SYS,Industrial Volume,471841,487838,400643,388467
Maine,SUMMIT NATURAL GAS,Residential Volume,250975,271426,305109,302154
Maine,SUMMIT NATURAL GAS,Commercial Volume,536942,557294,626488,667278
Maine,SUMMIT NATURAL GAS,Industrial Volume,3288740,2625325,2622459,2749049
Missouri,SUMMIT NATURAL GAS,Residential Volume,738998,802522,790916,728382
Missouri,SUMMIT NATURAL GAS,Commercial Volume,811729,911381,939031,910906
Missouri,SUMMIT NATURAL GAS,Industrial Volume,1602068,1707310,1759452,1740283
Arkansas,SUMMIT UTILITIES ARKANSAS INC,Residential Volume,18387654,21019122,19039653,17193986
Arkansas,SUMMIT UTILITIES ARKANSAS INC,Commercial Volume,37303722,39716654,38957638,37605811
Arkansas,SUMMIT UTILITIES ARKANSAS INC,Industrial Volume,3561644,3681424,3793259,3962547
Texas,SUMMIT UTILITIES ARKANSAS INC,Residential Volume,579412,698431,604963,553638
Texas,SUMMIT UTILITIES ARKANSAS INC,Commercial Volume,634638,681794,649987,670485
Oklahoma,SUMMIT UTILITIES OKLAHOMA INC,Residential Volume,4702934,5028556,4422871,4499935
Oklahoma,SUMMIT UTILITIES OKLAHOMA INC,Commercial Volume,6170692,6423925,6652183,6428372
Oklahoma,SUMMIT UTILITIES OKLAHOMA INC,Industrial Volume,1363204,1459849,1544544,1424382
Texas,SUNDOWN CITY OF,Residential Volume,22289,22239,20427,19091
Texas,SUNDOWN CITY OF,Commercial Volume,15198,15098,15774,14562
Texas,SUNRAY UTIL CITY OF,Residential Volume,40846,37777,39213,36043
Texas,SUNRAY UTIL CITY OF,Commercial Volume,24637,24411,28478,29328
Florida,SUNRISE CITY OF,Residential Volume,120057,122190,128619,128458
Florida,SUNRISE CITY OF,Commercial Volume,416075,426395,402552,441819
Louisiana,SUNSET TOWN OF,Residential Volume,7690,11008,13157,11228
Louisiana,SUNSET TOWN OF,Commercial Volume,2676,1524,2413,5526
Nebraska,SUPERIOR CITY OF,Residential Volume,53589,50525,54181,52477
Nebraska,SUPERIOR CITY OF,Commercial Volume,38501,36682,40417,38088
Nebraska,SUPERIOR CITY OF,Industrial Volume,14705,7024,12285,1432
Wisconsin,SUPERIOR WATER LIGHT AND POWER CO,Residential Volume,931286,902359,1095677,917680
Wisconsin,SUPERIOR WATER LIGHT AND POWER CO,Commercial Volume,680986,705737,819226,724903
Wisconsin,SUPERIOR WATER LIGHT AND POWER CO,Industrial Volume,1249869,1031098,927978,2336518
Texas,SWEENY CITY OF,Residential Volume,19143,22648,18632,19621
Texas,SWEENY CITY OF,Commercial Volume,8754,8763,10096,11782
Tennessee,SWEETWATER UTILITIES BOARD,Residential Volume,49353,58571,54100,50107
Tennessee,SWEETWATER UTILITIES BOARD,Commercial Volume,67739,82036,92838,90902
Tennessee,SWEETWATER UTILITIES BOARD,Industrial Volume,137257,137341,143789,155421
Indiana,SWITZERLAND COUNTY NATURAL GAS CO,Residential Volume,31657,31705,35712,29418
Indiana,SWITZERLAND COUNTY NATURAL GAS CO,Commercial Volume,96164,102448,118154,114860
Indiana,SWITZERLAND COUNTY NATURAL GAS CO,Industrial Volume,3519,3660,3760,3302
Kansas,SWKI SEWARD WC INC,Industrial Volume,142512,137375,165039,134270
Kansas,SWKI STEVENS HSW,Residential Volume,654,598,626,594
Kansas,SWKI STEVENS HSW,Industrial Volume,182188,165232,194760,141894
Kansas,SWKI STEVENS NE INC,Residential Volume,2255,2766,2806,2327
Kansas,SWKI STEVENS NE INC,Industrial Volume,195880,207854,241428,185751
Kansas,SWKI STEVENS NORTH,Residential Volume,1377,1161,1668,1626
Kansas,SWKI STEVENS NORTH,Industrial Volume,276789,257820,308224,235237
Kansas,SWKI-SPIKES NORTH INC,Residential Volume,263,465,601,393
Kansas,SWKI-SPIKES NORTH INC,Industrial Volume,213419,197381,256497,196378
Kansas,SWKI-STEVENS SOUTHEAST INC,Residential Volume,2661,2537,2554,2508
Kansas,SWKI-STEVENS SOUTHEAST INC,Industrial Volume,300538,244141,311294,233553
Indiana,SYCAMORE GAS CO,Residential Volume,341496,337373,366126,302966
Indiana,SYCAMORE GAS CO,Commercial Volume,309212,340298,368170,331535
Indiana,SYCAMORE GAS CO,Industrial Volume,2122443,2122885,2166768,2022380
Alabama,SYLACAUGA UTILITIES BOARD,Residential Volume,178758,187054,182302,172768
Alabama,SYLACAUGA UTILITIES BOARD,Commercial Volume,83749,90193,81966,80327
Alabama,SYLACAUGA UTILITIES BOARD,Industrial Volume,2516259,2741967,2745090,2825626
Alabama,SYLACAUGA UTILITIES BOARD,Electric Power Volume,368117,484437,1006786,441633
Georgia,SYLVANIA CITY OF,Residential Volume,11879,13638,11443,12120
Georgia,SYLVANIA CITY OF,Commercial Volume,23622,25645,23227,26645
Georgia,SYLVANIA CITY OF,Industrial Volume,476508,778275,689220,109513
Georgia,SYLVESTER CITY OF,Residential Volume,13187,15533,12582,11730
Georgia,SYLVESTER CITY OF,Commercial Volume,14162,16744,14276,17783
Georgia,SYLVESTER CITY OF,Industrial Volume,43764,22052,24702,26252
Kansas,SYLVIA TOWN OF,Residential Volume,7094,6054,7049,5383
Kansas,SYLVIA TOWN OF,Commercial Volume,1806,8144,1806,848
Texas,T AND L GAS CO,Residential Volume,6853,6648,8110,6617
Texas,T AND L GAS CO,Commercial Volume,11854,12921,15913,17593
Texas,T AND L GAS CO,Industrial Volume,24310,24464,26254,26380
Florida,TALLAHASSEE MUNICIPAL GAS SYSTEM,Residential Volume,651910,738168,678636,653484
